Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
M,49,4554,59,2015-11-01,13:14:25.670000,59,2015-11-01,13:47:45
M,25,4665,206,2015-11-01,13:14:30.337000,240,2015-11-01,13:21:31
M,32,6215,22,2015-11-01,13:14:34.330000,27,2015-11-01,13:22:51
F,32,1534,261,2015-11-01,13:14:35.810000,71,2015-11-01,13:34:22
M,23,4194,233,2015-11-01,13:14:44.517000,21,2015-11-01,13:28:12
M,36,3433,51,2015-11-01,13:14:44.907000,174,2015-11-01,13:30:33
M,58,2628,61,2015-11-01,13:14:45.140000,131,2015-11-01,13:26:20
M,32,3619,117,2015-11-01,13:14:45.187000,174,2015-11-01,13:35:52
M,65,4609,62,2015-11-01,13:14:46.123000,33,2015-11-01,13:25:25
M,52,4267,331,2015-11-01,13:14:52.893000,51,2015-11-01,13:34:08
F,27,4065,64,2015-11-01,13:14:52.970000,182,2015-11-01,13:24:38
F,55,5380,61,2015-11-01,13:14:58.103000,131,2015-11-01,13:25:53
M,32,4162,21,2015-11-01,13:15:00.753000,266,2015-11-01,13:47:33.497000
F,23,3449,307,2015-11-01,13:15:03.377000,317,2015-11-01,13:23:16
M,31,5741,59,2015-11-01,13:15:06.837000,63,2015-11-01,13:24:51.517000
M,30,6427,66,2015-11-01,13:15:19.177000,150,2015-11-01,13:29:12
F,57,6043,404,2015-11-01,13:15:23.810000,325,2015-11-01,13:42:57.390000
M,61,3271,22,2015-11-01,13:15:28.193000,78,2015-11-01,13:29:52
M,26,6207,41,2015-11-01,13:15:30.330000,11,2015-11-01,13:24:56
F,52,2995,8,2015-11-01,13:15:36.557000,48,2015-11-01,13:28:22
F,31,0434,21,2015-11-01,13:15:36.993000,266,2015-11-01,13:47:13.240000
M,52,2395,83,2015-11-01,13:15:37.383000,154,2015-11-01,13:18:24
M,25,0703,131,2015-11-01,13:15:39.830000,158,2015-11-01,13:22:24
F,28,4097,15,2015-11-01,13:15:40.797000,13,2015-11-01,14:00:47
M,34,3966,389,2015-11-01,13:15:40.907000,386,2015-11-01,13:21:12
M,32,3879,22,2015-11-01,13:15:42.373000,78,2015-11-01,13:29:51
F,33,6198,128,2015-11-01,13:15:44.777000,19,2015-11-01,14:01:31
M,49,5145,260,2015-11-01,13:15:58.987000,90,2015-11-01,13:30:12
F,32,2795,26,2015-11-01,13:16:02.183000,19,2015-11-01,13:32:27
M,32,3426,19,2015-11-01,13:16:04.523000,18,2015-11-01,13:40:20.903000
M,34,5310,21,2015-11-01,13:16:05.990000,17,2015-11-01,13:21:39
F,27,6288,14,2015-11-01,13:16:06.507000,29,2015-11-01,13:33:44
M,29,2310,35,2015-11-01,13:16:08.050000,194,2015-11-01,13:26:29
M,33,0092,266,2015-11-01,13:16:18.267000,256,2015-11-01,13:26:25
M,60,6338,194,2015-11-01,13:16:19.983000,60,2015-11-01,13:40:29.793000
M,23,1304,183,2015-11-01,13:16:22.120000,10,2015-11-01,13:26:02
M,33,6258,128,2015-11-01,13:16:25.427000,130,2015-11-01,13:26:41.737000
M,31,3809,255,2015-11-01,13:16:30.187000,85,2015-11-01,13:22:30
M,31,5563,60,2015-11-01,13:16:30.717000,425,2015-11-01,14:02:49
F,64,2378,194,2015-11-01,13:16:34.537000,60,2015-11-01,13:40:31.693000
M,23,4984,76,2015-11-01,13:16:35.053000,260,2015-11-01,13:42:52
F,31,6422,22,2015-11-01,13:16:38.577000,266,2015-11-01,13:38:51.780000
F,34,3331,60,2015-11-01,13:16:45.707000,425,2015-11-01,14:03:10
M,36,3083,15,2015-11-01,13:16:47.983000,13,2015-11-01,14:01:00
F,46,5003,14,2015-11-01,13:16:53.193000,234,2015-11-01,13:39:23
M,36,4789,26,2015-11-01,13:16:55.643000,27,2015-11-01,13:33:09
F,23,2448,130,2015-11-01,13:16:56.503000,83,2015-11-01,13:28:37
M,52,6099,31,2015-11-01,13:16:58.407000,256,2015-11-01,13:23:54
M,34,1179,241,2015-11-01,13:17:00.153000,241,2015-11-01,13:29:47
M,27,6460,248,2015-11-01,13:17:02.180000,15,2015-11-01,13:22:31
F,50,6022,15,2015-11-01,13:17:04.207000,13,2015-11-01,13:40:06
M,34,4623,8,2015-11-01,13:17:08.247000,48,2015-11-01,13:36:38
M,26,0217,32,2015-11-01,13:17:16.080000,17,2015-11-01,13:45:10
F,26,2985,156,2015-11-01,13:17:17.233000,159,2015-11-01,13:21:40
F,25,0103,187,2015-11-01,13:17:20.307000,134,2015-11-01,13:39:12.790000
M,16,3432,177,2015-11-01,13:17:21.943000,45,2015-11-01,13:32:01
M,22,4891,44,2015-11-01,13:17:27.670000,344,2015-11-01,13:58:26
M,40,3861,312,2015-11-01,13:17:29.823000,312,2015-11-01,13:34:31
M,47,5862,27,2015-11-01,13:17:36.407000,278,2015-11-01,14:01:39
M,45,3254,18,2015-11-01,13:17:38.153000,2,2015-11-01,13:24:29
M,30,6081,258,2015-11-01,13:17:41.460000,78,2015-11-01,13:24:45
F,31,2476,45,2015-11-01,13:17:41.647000,210,2015-11-01,13:47:47
F,31,2210,25,2015-11-01,13:17:49.867000,259,2015-11-01,13:30:33
M,19,1622,384,2015-11-01,13:17:51.910000,414,2015-11-01,13:25:50
M,26,3533,45,2015-11-01,13:17:53.457000,210,2015-11-01,13:47:32
M,33,4272,150,2015-11-01,13:18:01.303000,276,2015-11-01,13:36:12.587000
F,27,6574,253,2015-11-01,13:18:18.960000,1,2015-11-01,13:29:31.143000
F,59,4052,222,2015-11-01,13:18:20.333000,233,2015-11-01,13:26:09
M,60,3258,18,2015-11-01,13:18:20.880000,18,2015-11-01,14:00:40.887000
M,31,1561,21,2015-11-01,13:18:23.127000,15,2015-11-01,14:17:27
F,36,4752,18,2015-11-01,13:18:34.747000,18,2015-11-01,14:00:27.200000
F,50,2693,259,2015-11-01,13:18:36.837000,110,2015-11-01,13:33:40.917000
F,24,3428,32,2015-11-01,13:18:40.393000,17,2015-11-01,13:45:32
M,46,1883,258,2015-11-01,13:18:47.367000,67,2015-11-01,13:22:25
F,30,2866,116,2015-11-01,13:18:50.363000,133,2015-11-01,13:23:46
M,27,4892,396,2015-11-01,13:18:58.693000,398,2015-11-01,13:21:22
M,24,4765,193,2015-11-01,13:19:03.917000,233,2015-11-01,13:28:56
M,27,0388,420,2015-11-01,13:19:05.680000,336,2015-11-01,13:26:57
M,51,2020,2,2015-11-01,13:19:08.270000,16,2015-11-01,13:22:22
M,44,2645,113,2015-11-01,13:19:08.783000,33,2015-11-01,13:30:55
M,19,1957,155,2015-11-01,13:19:09.503000,15,2015-11-01,13:38:17
F,24,4836,87,2015-11-01,13:19:14.853000,107,2015-11-01,13:30:25
M,24,1639,32,2015-11-01,13:19:20.173000,295,2015-11-01,13:36:46
F,45,5544,155,2015-11-01,13:19:23.933000,15,2015-11-01,13:38:14
M,32,4395,87,2015-11-01,13:19:27.427000,107,2015-11-01,13:30:18
M,57,3474,182,2015-11-01,13:19:43.727000,70,2015-11-01,13:26:43
F,23,4564,72,2015-11-01,13:19:44.180000,15,2015-11-01,13:37:32
M,53,1733,14,2015-11-01,13:19:50.810000,27,2015-11-01,13:28:40
F,52,3635,194,2015-11-01,13:20:03.477000,56,2015-11-01,13:42:45.797000
M,27,4165,72,2015-11-01,13:20:12.447000,15,2015-11-01,13:37:19
F,40,0405,200,2015-11-01,13:20:13.150000,87,2015-11-01,14:01:46
F,29,2656,412,2015-11-01,13:20:14.427000,392,2015-11-01,13:31:47
M,45,2065,200,2015-11-01,13:20:25.770000,87,2015-11-01,14:01:39
F,34,1530,242,2015-11-01,13:20:33.287000,222,2015-11-01,13:30:39
M,31,4230,16,2015-11-01,13:20:34.990000,13,2015-11-01,14:02:17
F,24,2188,49,2015-11-01,13:20:35.613000,133,2015-11-01,13:37:36
M,36,6515,221,2015-11-01,13:20:39.420000,221,2015-11-01,13:25:42
F,30,6090,149,2015-11-01,13:20:41.557000,151,2015-11-01,13:24:56
M,42,2472,242,2015-11-01,13:20:44.833000,222,2015-11-01,13:30:15
M,25,6306,39,2015-11-01,13:20:45.550000,24,2015-11-01,13:30:20
M,26,6186,115,2015-11-01,13:20:49.950000,82,2015-11-01,13:33:36
M,20,5934,49,2015-11-01,13:20:51.227000,133,2015-11-01,13:37:41
M,29,1385,271,2015-11-01,13:20:54.567000,228,2015-11-01,14:03:10
F,36,3007,13,2015-11-01,13:20:58.483000,313,2015-11-01,13:50:24
M,31,0934,139,2015-11-01,13:20:59.153000,147,2015-11-01,13:27:39
M,33,5071,259,2015-11-01,13:21:00.150000,25,2015-11-01,13:30:29
M,61,2534,255,2015-11-01,13:21:06.827000,14,2015-11-01,13:36:39
F,30,5060,139,2015-11-01,13:21:12.367000,147,2015-11-01,13:27:57
M,25,2704,41,2015-11-01,13:21:14.580000,41,2015-11-01,14:01:37
F,24,4870,30,2015-11-01,13:21:16.967000,174,2015-11-01,13:34:11
M,47,2652,15,2015-11-01,13:21:18.777000,8,2015-11-01,13:58:43
F,41,2638,175,2015-11-01,13:21:19.667000,170,2015-11-01,13:28:54
M,50,3440,10,2015-11-01,13:21:23.877000,10,2015-11-01,13:48:05
M,34,5039,32,2015-11-01,13:21:35.500000,169,2015-11-01,13:35:13
M,45,5892,98,2015-11-01,13:21:37.560000,55,2015-11-01,13:47:36
M,39,2449,27,2015-11-01,13:21:52.317000,4,2015-11-01,13:32:35
F,44,4639,26,2015-11-01,13:22:02.737000,133,2015-11-01,13:31:15
M,30,6407,197,2015-11-01,13:22:03.690000,208,2015-11-01,13:31:59
F,22,1502,334,2015-11-01,13:22:11.643000,332,2015-11-01,13:32:58
M,29,1123,87,2015-11-01,13:22:13.970000,29,2015-11-01,14:17:45
M,29,5545,241,2015-11-01,13:22:16.387000,222,2015-11-01,13:30:37
F,35,3052,263,2015-11-01,13:22:20.100000,270,2015-11-01,13:29:51
F,45,2375,194,2015-11-01,13:22:25.247000,262,2015-11-01,14:02:26
F,46,4149,229,2015-11-01,13:22:25.513000,241,2015-11-01,13:32:14
M,32,6557,46,2015-11-01,13:22:26.200000,260,2015-11-01,13:41:45
M,26,3319,21,2015-11-01,13:22:30.660000,20,2015-11-01,13:31:41
M,24,4991,98,2015-11-01,13:22:31.737000,98,2015-11-01,13:40:57
F,38,3933,263,2015-11-01,13:22:32.267000,270,2015-11-01,13:29:55.943000
M,47,3802,229,2015-11-01,13:22:32.360000,214,2015-11-01,13:25:50
M,57,2682,194,2015-11-01,13:22:35.170000,262,2015-11-01,14:02:25
M,50,0086,61,2015-11-01,13:22:37.977000,70,2015-11-01,13:29:45
F,22,2769,194,2015-11-01,13:22:45.557000,89,2015-11-01,14:00:16
F,23,2186,143,2015-11-01,13:22:46.430000,163,2015-11-01,13:28:53.353000
F,27,2927,66,2015-11-01,13:22:46.727000,78,2015-11-01,13:44:04
F,27,5676,325,2015-11-01,13:22:50.253000,294,2015-11-01,13:38:48
F,23,5753,194,2015-11-01,13:22:56.180000,262,2015-11-01,14:02:41
M,61,4140,252,2015-11-01,13:22:56.417000,249,2015-11-01,13:26:28
F,26,5680,325,2015-11-01,13:23:01.953000,294,2015-11-01,13:38:46
M,56,1315,144,2015-11-01,13:23:02.670000,18,2015-11-01,13:38:09.690000
F,26,5968,287,2015-11-01,13:23:09.753000,25,2015-11-01,13:58:56
M,50,1431,341,2015-11-01,13:23:10.627000,336,2015-11-01,14:10:39
F,25,4490,3,2015-11-01,13:23:12.203000,18,2015-11-01,13:30:02.660000
M,29,4774,153,2015-11-01,13:23:19.753000,154,2015-11-01,13:24:57
F,46,5822,341,2015-11-01,13:23:23.653000,336,2015-11-01,14:10:44
M,22,4039,108,2015-11-01,13:23:25.570000,260,2015-11-01,13:46:52
M,28,1490,127,2015-11-01,13:23:26.617000,48,2015-11-01,13:33:45
F,48,6089,137,2015-11-01,13:23:27.130000,144,2015-11-01,13:27:42
M,39,3890,327,2015-11-01,13:23:32.653000,327,2015-11-01,13:36:48
M,30,2003,287,2015-11-01,13:23:35.070000,25,2015-11-01,13:58:24
M,30,5625,74,2015-11-01,13:23:36.787000,169,2015-11-01,13:33:09
M,26,4708,255,2015-11-01,13:23:36.897000,19,2015-11-01,13:34:41
M,23,6608,7,2015-11-01,13:23:40.283000,16,2015-11-01,13:34:06.997000
M,43,1740,321,2015-11-01,13:23:42.747000,341,2015-11-01,13:27:52.540000
F,58,6384,194,2015-11-01,13:23:43.403000,262,2015-11-01,14:02:16
F,36,4920,184,2015-11-01,13:23:45.540000,22,2015-11-01,13:42:04
M,17,1619,436,2015-11-01,13:23:49.143000,396,2015-11-01,13:31:33
M,28,2733,260,2015-11-01,13:23:50.657000,18,2015-11-01,13:43:48.183000
M,31,3903,49,2015-11-01,13:23:51.700000,261,2015-11-01,13:37:06
M,26,6005,142,2015-11-01,13:23:55.117000,142,2015-11-01,13:34:14
F,26,2524,48,2015-11-01,13:23:57.973000,82,2015-11-01,14:08:18
M,39,3555,25,2015-11-01,13:24:00.703000,18,2015-11-01,13:48:05.520000
M,36,5988,338,2015-11-01,13:24:02.027000,397,2015-11-01,13:31:04
M,22,5916,170,2015-11-01,13:24:14.773000,163,2015-11-01,13:39:09.857000
M,32,0426,280,2015-11-01,13:24:15.957000,294,2015-11-01,13:30:36
F,39,3112,29,2015-11-01,13:24:17.470000,52,2015-11-01,13:33:57
F,45,5014,64,2015-11-01,13:24:18.330000,69,2015-11-01,13:28:54
M,33,3973,97,2015-11-01,13:24:20.623000,16,2015-11-01,13:58:22.527000
M,37,3490,48,2015-11-01,13:24:22.977000,82,2015-11-01,14:14:29
M,51,5315,47,2015-11-01,13:24:29.500000,116,2015-11-01,13:39:58
F,37,1843,97,2015-11-01,13:24:32.883000,16,2015-11-01,13:58:33.920000
M,23,1935,398,2015-11-01,13:24:34.053000,359,2015-11-01,13:30:01
M,50,3305,172,2015-11-01,13:24:35.833000,172,2015-11-01,13:33:25
M,21,3487,144,2015-11-01,13:24:42.960000,139,2015-11-01,13:28:59
F,47,2336,47,2015-11-01,13:24:43.913000,116,2015-11-01,13:41:19
M,33,4616,10,2015-11-01,13:24:46.643000,33,2015-11-01,13:45:19
F,29,2205,230,2015-11-01,13:24:51.883000,193,2015-11-01,13:33:09
M,35,3313,127,2015-11-01,13:24:52.790000,134,2015-11-01,13:31:24.353000
M,25,6471,18,2015-11-01,13:24:53.367000,193,2015-11-01,13:42:29
M,26,6324,12,2015-11-01,13:24:54.833000,32,2015-11-01,13:49:27
F,23,4680,47,2015-11-01,13:24:55.223000,150,2015-11-01,13:32:47
M,67,1923,174,2015-11-01,13:25:02.227000,101,2015-11-01,13:43:15
F,27,5352,182,2015-11-01,13:25:02.757000,146,2015-11-01,13:39:36
F,30,1263,18,2015-11-01,13:25:04.677000,193,2015-11-01,13:42:42
M,23,3167,47,2015-11-01,13:25:07.687000,150,2015-11-01,13:32:45
M,28,5447,359,2015-11-01,13:25:12.540000,400,2015-11-01,13:33:41
F,28,3680,74,2015-11-01,13:25:16.190000,140,2015-11-01,13:37:04
M,40,5142,29,2015-11-01,13:25:19.107000,83,2015-11-01,13:57:27
M,32,4089,182,2015-11-01,13:25:20.637000,146,2015-11-01,13:39:39
F,30,4584,359,2015-11-01,13:25:24.240000,400,2015-11-01,13:33:46
F,33,4889,146,2015-11-01,13:25:25.267000,317,2015-11-01,13:47:49
M,31,3438,74,2015-11-01,13:25:29.293000,140,2015-11-01,13:37:02
M,47,1659,10,2015-11-01,13:25:35.237000,141,2015-11-01,14:02:16
M,41,1027,117,2015-11-01,13:25:35.253000,33,2015-11-01,13:35:14
M,50,4193,112,2015-11-01,13:25:45.673000,3,2015-11-01,13:29:15
F,33,5110,273,2015-11-01,13:25:47.060000,100,2015-11-01,13:46:09
M,38,4059,51,2015-11-01,13:25:58.263000,51,2015-11-01,13:28:01
F,47,4604,151,2015-11-01,13:25:59.433000,148,2015-11-01,13:32:12
M,66,5587,398,2015-11-01,13:26:00.680000,394,2015-11-01,13:31:04
M,35,0378,41,2015-11-01,13:26:00.773000,237,2015-11-01,13:48:41
F,54,2642,194,2015-11-01,13:26:02.457000,131,2015-11-01,14:02:43
M,36,5164,60,2015-11-01,13:26:10.727000,317,2015-11-01,13:53:10
F,34,5750,296,2015-11-01,13:26:23.610000,134,2015-11-01,13:47:08.647000
F,29,0933,309,2015-11-01,13:26:26.997000,446,2015-11-01,13:52:14
F,29,1819,82,2015-11-01,13:26:29.023000,150,2015-11-01,13:51:59
M,25,4973,259,2015-11-01,13:26:33.440000,100,2015-11-01,13:46:52
M,31,6128,203,2015-11-01,13:26:40.430000,222,2015-11-01,13:32:18
F,25,3328,259,2015-11-01,13:26:44.423000,95,2015-11-01,13:45:43
M,24,2335,331,2015-11-01,13:26:46.043000,314,2015-11-01,13:32:21
F,28,5821,77,2015-11-01,13:26:53.050000,143,2015-11-01,13:43:45
M,53,2032,49,2015-11-01,13:27:02.753000,134,2015-11-01,13:47:23.663000
F,31,2632,18,2015-11-01,13:27:04.703000,179,2015-11-01,13:56:43
F,31,5718,246,2015-11-01,13:27:10.727000,248,2015-11-01,13:31:47
M,36,1824,175,2015-11-01,13:27:12.050000,294,2015-11-01,13:38:03
M,40,1641,34,2015-11-01,13:27:13.300000,44,2015-11-01,13:34:37
M,27,6226,18,2015-11-01,13:27:17.730000,18,2015-11-01,13:29:44.340000
M,31,6143,215,2015-11-01,13:27:22.863000,242,2015-11-01,13:33:59
M,26,2637,52,2015-11-01,13:27:30.773000,267,2015-11-01,13:40:40
M,41,2924,342,2015-11-01,13:27:36.793000,357,2015-11-01,13:34:34.680000
M,19,0910,222,2015-11-01,13:27:43.907000,206,2015-11-01,13:35:15
M,44,1173,356,2015-11-01,13:27:46.980000,306,2015-11-01,13:41:10
M,29,3826,89,2015-11-01,13:27:50.570000,260,2015-11-01,13:42:11
M,33,6541,6,2015-11-01,13:27:53.940000,19,2015-11-01,13:31:47
M,31,4959,3,2015-11-01,13:27:58.370000,274,2015-11-01,13:35:58.507000
F,53,5128,117,2015-11-01,13:27:59.023000,260,2015-11-01,13:41:19
F,29,2877,51,2015-11-01,13:28:08.090000,67,2015-11-01,13:38:26
F,29,6272,321,2015-11-01,13:28:09.290000,276,2015-11-01,13:49:53.253000
F,25,2922,3,2015-11-01,13:28:09.447000,274,2015-11-01,13:36:00.750000
M,31,5357,53,2015-11-01,13:28:12.567000,60,2015-11-01,13:32:13.817000
M,40,2974,98,2015-11-01,13:28:13.893000,260,2015-11-01,13:43:07
M,27,1330,398,2015-11-01,13:28:15.890000,414,2015-11-01,13:34:30
M,26,2126,140,2015-11-01,13:28:16.920000,136,2015-11-01,13:34:05.380000
F,30,5479,89,2015-11-01,13:28:18.620000,260,2015-11-01,13:45:24
M,44,5459,106,2015-11-01,13:28:28.103000,107,2015-11-01,13:37:35
M,70,1562,53,2015-11-01,13:28:28.587000,53,2015-11-01,13:55:10
M,37,5454,32,2015-11-01,13:28:31.723000,296,2015-11-01,14:05:41.473000
F,32,2091,70,2015-11-01,13:28:33.533000,36,2015-11-01,13:39:55
F,46,3698,260,2015-11-01,13:28:35.453000,270,2015-11-01,13:33:17
M,46,3269,53,2015-11-01,13:28:40.053000,53,2015-11-01,13:55:11
M,26,2700,128,2015-11-01,13:28:44.033000,128,2015-11-01,13:32:16
M,18,0566,58,2015-11-01,13:28:47.900000,345,2015-11-01,13:46:43
M,36,3651,423,2015-11-01,13:28:51.740000,161,2015-11-01,13:46:34
M,22,1267,15,2015-11-01,13:28:53.267000,270,2015-11-01,13:44:52.220000
M,29,1277,92,2015-11-01,13:28:55.420000,189,2015-11-01,14:09:59
F,36,5558,32,2015-11-01,13:29:01.693000,296,2015-11-01,14:05:59.197000
M,33,2487,260,2015-11-01,13:29:03.313000,24,2015-11-01,13:45:14
M,32,2697,130,2015-11-01,13:29:11.257000,90,2015-11-01,14:00:52
M,33,4422,146,2015-11-01,13:29:14.813000,178,2015-11-01,13:39:15
F,32,0206,183,2015-11-01,13:29:16.187000,52,2015-11-01,14:03:56
M,44,6334,4,2015-11-01,13:29:18.183000,16,2015-11-01,13:31:57.810000
M,52,3442,144,2015-11-01,13:29:20.820000,29,2015-11-01,13:39:53
M,37,5272,182,2015-11-01,13:29:38.527000,88,2015-11-01,14:12:28
F,59,6149,310,2015-11-01,13:29:41.817000,77,2015-11-01,13:36:36
M,36,1244,4,2015-11-01,13:29:42.097000,32,2015-11-01,13:34:23
M,27,1652,66,2015-11-01,13:29:48.400000,66,2015-11-01,13:37:08
M,48,6493,97,2015-11-01,13:29:53.470000,89,2015-11-01,13:35:27
F,33,3034,440,2015-11-01,13:30:00.117000,442,2015-11-01,13:34:25
F,37,4055,357,2015-11-01,13:30:05.123000,361,2015-11-01,13:36:56
F,25,1688,404,2015-11-01,13:30:15.890000,412,2015-11-01,13:39:09
M,27,2727,75,2015-11-01,13:30:22.690000,83,2015-11-01,13:38:31.887000
M,31,6264,140,2015-11-01,13:30:24.797000,51,2015-11-01,13:43:42
M,38,3842,14,2015-11-01,13:30:25.077000,96,2015-11-01,13:47:15
M,23,2798,404,2015-11-01,13:30:27.760000,412,2015-11-01,13:39:03
F,35,0862,335,2015-11-01,13:30:30.133000,390,2015-11-01,13:45:37
M,41,5931,37,2015-11-01,13:30:35.500000,37,2015-11-01,13:39:03
M,60,3109,144,2015-11-01,13:30:38.760000,144,2015-11-01,14:00:09
M,32,6265,20,2015-11-01,13:30:45,13,2015-11-01,13:42:35
M,33,3398,37,2015-11-01,13:30:46.700000,53,2015-11-01,13:35:49
F,24,2812,41,2015-11-01,13:30:46.980000,52,2015-11-01,13:35:10
F,26,5681,260,2015-11-01,13:30:51.020000,18,2015-11-01,13:44:04.050000
M,35,5135,335,2015-11-01,13:30:51.317000,390,2015-11-01,13:46:12
M,32,3550,20,2015-11-01,13:31:04.733000,13,2015-11-01,13:42:53
F,40,5057,51,2015-11-01,13:31:07.980000,37,2015-11-01,13:36:10
M,44,6439,19,2015-11-01,13:31:11.600000,22,2015-11-01,13:42:12
F,26,5161,53,2015-11-01,13:31:12.317000,187,2015-11-01,13:38:11.970000
F,24,0318,14,2015-11-01,13:31:14.377000,20,2015-11-01,14:10:08
M,28,1728,84,2015-11-01,13:31:16.467000,182,2015-11-01,13:37:11
M,55,0857,85,2015-11-01,13:31:17.993000,85,2015-11-01,14:11:44
M,32,5953,19,2015-11-01,13:31:22.300000,17,2015-11-01,13:35:19
M,27,0288,260,2015-11-01,13:31:23.207000,18,2015-11-01,13:43:57.163000
M,37,4993,417,2015-11-01,13:31:31.473000,369,2015-11-01,13:47:59
M,23,1357,147,2015-11-01,13:31:31.537000,158,2015-11-01,13:34:48.527000
M,53,3803,8,2015-11-01,13:31:33.720000,52,2015-11-01,13:43:52
F,44,3870,95,2015-11-01,13:31:37.447000,104,2015-11-01,13:40:12
M,21,6558,87,2015-11-01,13:31:52.020000,31,2015-11-01,13:53:59
F,33,1869,96,2015-11-01,13:31:55.887000,256,2015-11-01,13:44:04
F,30,1743,128,2015-11-01,13:32:01.770000,127,2015-11-01,13:34:00
M,43,6100,16,2015-11-01,13:32:06.713000,27,2015-11-01,13:37:22
M,33,1563,130,2015-11-01,13:32:09.820000,19,2015-11-01,14:01:26
F,40,4243,58,2015-11-01,13:32:10.067000,136,2015-11-01,13:37:54.183000
M,18,2098,48,2015-11-01,13:32:23.423000,183,2015-11-01,13:50:04
F,33,4192,268,2015-11-01,13:32:27.540000,41,2015-11-01,13:42:10
F,27,1210,286,2015-11-01,13:32:27.883000,191,2015-11-01,13:39:55
F,20,6178,87,2015-11-01,13:32:30.800000,31,2015-11-01,13:53:58
M,23,5701,175,2015-11-01,13:32:33.610000,182,2015-11-01,13:33:57
M,26,2909,412,2015-11-01,13:32:35.373000,396,2015-11-01,13:37:31
F,27,2584,98,2015-11-01,13:32:37.587000,87,2015-11-01,13:48:31
F,33,2968,116,2015-11-01,13:32:39.037000,195,2015-11-01,13:52:13
M,59,2237,27,2015-11-01,13:33:00.707000,192,2015-11-01,14:01:32
M,27,1419,24,2015-11-01,13:33:03.920000,174,2015-11-01,13:46:19
F,38,1589,16,2015-11-01,13:33:07.790000,82,2015-11-01,13:53:37
M,34,4315,22,2015-11-01,13:33:09.100000,45,2015-11-01,13:43:12
M,35,4603,24,2015-11-01,13:33:14.373000,174,2015-11-01,13:46:22
M,39,1752,150,2015-11-01,13:33:17.523000,74,2015-11-01,13:45:47
F,20,3096,137,2015-11-01,13:33:21.563000,149,2015-11-01,13:38:06
M,51,6446,183,2015-11-01,13:33:24.217000,13,2015-11-01,14:15:40
M,43,1176,182,2015-11-01,13:33:25.637000,304,2015-11-01,13:54:24
F,33,6184,27,2015-11-01,13:33:33.887000,52,2015-11-01,14:25:36
F,30,4667,28,2015-11-01,13:33:37.943000,139,2015-11-01,13:45:09
F,51,6442,199,2015-11-01,13:33:38.070000,221,2015-11-01,14:03:27
M,20,1421,306,2015-11-01,13:33:38.303000,182,2015-11-01,13:44:54
M,49,1799,134,2015-11-01,13:33:38.413000,25,2015-11-01,13:39:47
F,28,6548,19,2015-11-01,13:33:39.643000,96,2015-11-01,14:05:47
M,26,3893,208,2015-11-01,13:33:40.830000,197,2015-11-01,13:42:27.323000
M,41,3159,18,2015-11-01,13:33:48.723000,17,2015-11-01,13:54:16
F,64,4271,260,2015-11-01,13:33:51.143000,31,2015-11-01,13:50:59
M,34,3079,28,2015-11-01,13:33:57.787000,139,2015-11-01,13:45:22
F,27,3773,52,2015-11-01,13:33:59.677000,193,2015-11-01,14:21:13
M,29,1594,52,2015-11-01,13:34:11.593000,193,2015-11-01,14:20:26
M,37,5980,18,2015-11-01,13:34:12.780000,260,2015-11-01,13:52:33
M,30,3226,237,2015-11-01,13:34:15.277000,238,2015-11-01,13:34:58
M,27,5922,27,2015-11-01,13:34:24.650000,52,2015-11-01,13:51:25
M,22,3224,18,2015-11-01,13:34:27.850000,27,2015-11-01,13:37:02
M,32,0496,52,2015-11-01,13:34:28.893000,128,2015-11-01,13:49:01
M,43,2176,16,2015-11-01,13:34:33.060000,195,2015-11-01,14:07:29
F,26,4088,52,2015-11-01,13:34:40.330000,31,2015-11-01,13:45:14
M,27,2292,18,2015-11-01,13:34:46.943000,179,2015-11-01,13:56:30
M,39,2735,260,2015-11-01,13:34:47.460000,16,2015-11-01,13:57:04.743000
F,48,0474,25,2015-11-01,13:34:48.300000,18,2015-11-01,13:46:50.630000
F,59,6006,233,2015-11-01,13:34:53.997000,256,2015-11-01,13:57:21
M,27,6336,301,2015-11-01,13:34:54.277000,67,2015-11-01,13:48:03
F,32,4522,245,2015-11-01,13:34:56.367000,208,2015-11-01,14:33:45
F,41,0606,55,2015-11-01,13:35:01.717000,325,2015-11-01,14:29:09.723000
F,39,6077,18,2015-11-01,13:35:07.130000,17,2015-11-01,13:54:10
M,33,4722,16,2015-11-01,13:35:15.477000,16,2015-11-01,14:03:38.337000
F,56,6223,260,2015-11-01,13:35:19.750000,31,2015-11-01,13:51:48
M,53,3878,253,2015-11-01,13:35:26.490000,279,2015-11-01,14:00:05.453000
M,35,5038,27,2015-11-01,13:35:29.393000,34,2015-11-01,13:40:15
M,29,2565,55,2015-11-01,13:35:34.510000,259,2015-11-01,13:50:50
F,53,4508,96,2015-11-01,13:35:37.567000,133,2015-11-01,14:05:09
M,54,4793,143,2015-11-01,13:35:38.767000,65,2015-11-01,14:03:18
F,40,4483,260,2015-11-01,13:35:41.107000,16,2015-11-01,13:56:55.200000
F,25,2548,291,2015-11-01,13:35:50.763000,295,2015-11-01,13:46:46
M,29,0500,36,2015-11-01,13:35:53.213000,36,2015-11-01,14:02:38
