Genero_Usuario,Edad_Usuario,Bici,Ciclo_Estacion_Retiro,Fecha_Retiro,Hora_Retiro,Ciclo_Estacion_Arribo,Fecha_Arribo,Hora_Arribo
M,34,5825,158,2015-11-01,07:31:57.073000,142,2015-11-01,07:39:39
F,31,6007,283,2015-11-01,07:32:24.280000,74,2015-11-01,07:38:26
M,54,5530,234,2015-11-01,07:33:02.813000,198,2015-11-01,07:44:17
M,40,3194,192,2015-11-01,07:33:34.433000,18,2015-11-01,07:43:15
F,31,3265,334,2015-11-01,07:33:48.910000,366,2015-11-01,07:43:33
M,38,6488,317,2015-11-01,07:34:34.557000,393,2015-11-01,07:45:30
M,53,5266,272,2015-11-01,07:35:52.930000,108,2015-11-01,08:01:06
M,36,4877,325,2015-11-01,07:36:07.267000,325,2015-11-01,08:03:55
F,42,6308,220,2015-11-01,07:36:13.960000,218,2015-11-01,07:43:53
F,53,3596,151,2015-11-01,07:36:42.150000,170,2015-11-01,07:58:22
M,38,6329,183,2015-11-01,07:36:46.937000,17,2015-11-01,07:44:05
M,25,5661,380,2015-11-01,07:36:57.313000,394,2015-11-01,07:39:50
M,40,2862,175,2015-11-01,07:37:15.097000,282,2015-11-01,07:46:37
F,52,5510,116,2015-11-01,07:37:23.490000,83,2015-11-01,07:55:38
M,32,4035,194,2015-11-01,07:37:41.553000,250,2015-11-01,07:40:18
M,36,6562,307,2015-11-01,07:38:16.967000,307,2015-11-01,07:45:36
M,45,5004,27,2015-11-01,07:38:19.010000,2,2015-11-01,08:01:00
F,30,1020,1,2015-11-01,07:38:37.887000,21,2015-11-01,07:46:10
F,42,3097,188,2015-11-01,07:38:49.460000,163,2015-11-01,07:59:44
M,43,3321,188,2015-11-01,07:39:00.833000,163,2015-11-01,07:59:48
F,25,3458,1,2015-11-01,07:39:01.673000,1,2015-11-01,08:06:26
M,36,1581,151,2015-11-01,07:39:04.170000,67,2015-11-01,07:47:20
M,31,5555,105,2015-11-01,07:39:12.843000,192,2015-11-01,08:05:11
M,32,2272,140,2015-11-01,07:39:26.353000,110,2015-11-01,07:50:46
M,37,2881,10,2015-11-01,07:39:34.233000,194,2015-11-01,08:02:32
F,27,3177,300,2015-11-01,07:39:45.730000,302,2015-11-01,07:42:03
M,48,3794,384,2015-11-01,07:40:06.697000,260,2015-11-01,08:25:24
F,34,6449,75,2015-11-01,07:40:08.317000,83,2015-11-01,07:46:36
F,34,5681,225,2015-11-01,07:40:08.740000,86,2015-11-01,07:59:03
M,41,2140,206,2015-11-01,07:40:16.367000,76,2015-11-01,08:11:03
F,52,1295,384,2015-11-01,07:40:18.147000,260,2015-11-01,08:25:19
M,62,0390,286,2015-11-01,07:40:19.550000,142,2015-11-01,07:52:06
M,35,4365,167,2015-11-01,07:40:29.987000,116,2015-11-01,08:02:21
M,35,3420,167,2015-11-01,07:40:41.030000,118,2015-11-01,08:01:49
M,25,3096,189,2015-11-01,07:41:11.530000,137,2015-11-01,08:00:06
M,30,2585,189,2015-11-01,07:41:23.370000,186,2015-11-01,07:43:37
F,29,2189,1,2015-11-01,07:41:24.447000,160,2015-11-01,07:54:15
M,39,1013,323,2015-11-01,07:41:34.477000,27,2015-11-01,08:00:18
M,28,6102,1,2015-11-01,07:41:37.237000,160,2015-11-01,07:54:32
F,30,2219,69,2015-11-01,07:42:05.177000,35,2015-11-01,07:56:21
F,35,2098,1,2015-11-01,07:42:06.987000,1,2015-11-01,08:06:46
M,28,4905,180,2015-11-01,07:42:07.110000,284,2015-11-01,07:47:31
M,31,2197,28,2015-11-01,07:42:28.203000,259,2015-11-01,07:58:25
M,41,3297,323,2015-11-01,07:43:44.393000,66,2015-11-01,08:05:25
M,23,6018,137,2015-11-01,07:44:06.107000,116,2015-11-01,07:50:33
F,30,4584,373,2015-11-01,07:44:19.070000,359,2015-11-01,07:48:03
M,20,1744,34,2015-11-01,07:44:19.850000,25,2015-11-01,07:48:00
M,24,6083,27,2015-11-01,07:44:21.973000,31,2015-11-01,08:08:14
M,50,5359,170,2015-11-01,07:44:46.837000,40,2015-11-01,08:13:41
M,25,2097,394,2015-11-01,07:45:00.660000,398,2015-11-01,07:48:33
F,46,1192,136,2015-11-01,07:45:05.620000,61,2015-11-01,07:55:00
M,49,5766,415,2015-11-01,07:45:06.727000,386,2015-11-01,07:50:52
F,29,1718,61,2015-11-01,07:45:09.147000,187,2015-11-01,08:06:22
M,48,2487,2,2015-11-01,07:45:21.097000,1,2015-11-01,07:49:27
F,36,2263,387,2015-11-01,07:45:27.430000,387,2015-11-01,08:26:24
M,32,6490,2,2015-11-01,07:45:31.877000,1,2015-11-01,07:49:34
M,34,4209,140,2015-11-01,07:46:00.130000,151,2015-11-01,07:52:30
M,30,2185,41,2015-11-01,07:47:10.660000,270,2015-11-01,07:51:51
M,34,6426,271,2015-11-01,07:47:11.830000,48,2015-11-01,07:56:33
M,24,4463,398,2015-11-01,07:47:21.330000,390,2015-11-01,07:54:04
F,39,0893,133,2015-11-01,07:48:17.460000,178,2015-11-01,08:03:37
M,39,2410,42,2015-11-01,07:48:19.863000,71,2015-11-01,07:56:44
M,38,4689,193,2015-11-01,07:48:30.067000,206,2015-11-01,07:59:59
F,36,4286,260,2015-11-01,07:48:42.563000,266,2015-11-01,07:57:38
F,36,4189,317,2015-11-01,07:48:49.550000,66,2015-11-01,08:05:37
M,36,4454,154,2015-11-01,07:50:00.817000,150,2015-11-01,07:53:35
M,60,4821,260,2015-11-01,07:50:52.093000,3,2015-11-01,08:00:54
F,25,2212,27,2015-11-01,07:51:01.500000,131,2015-11-01,08:10:27
F,62,5914,260,2015-11-01,07:51:04.230000,3,2015-11-01,08:01:02
M,32,1265,165,2015-11-01,07:51:16.740000,159,2015-11-01,07:54:36
M,31,6560,285,2015-11-01,07:51:18.393000,173,2015-11-01,07:55:00
M,36,4206,277,2015-11-01,07:51:18.520000,163,2015-11-01,07:56:02
M,40,3234,357,2015-11-01,07:51:26.850000,359,2015-11-01,07:58:40
M,31,6145,36,2015-11-01,07:51:38.503000,75,2015-11-01,07:59:01
M,27,1478,285,2015-11-01,07:51:45.150000,73,2015-11-01,07:57:31
M,31,1583,180,2015-11-01,07:51:46.910000,180,2015-11-01,08:16:10
M,26,0129,73,2015-11-01,07:51:47.100000,258,2015-11-01,07:56:38
M,55,0492,402,2015-11-01,07:52:12.323000,18,2015-11-01,08:39:55
F,58,6270,296,2015-11-01,07:52:16.613000,278,2015-11-01,08:01:46
M,38,2869,52,2015-11-01,07:52:24.553000,266,2015-11-01,08:03:11
M,29,3972,365,2015-11-01,07:52:25.320000,347,2015-11-01,08:00:54
F,33,6427,45,2015-11-01,07:52:38.640000,71,2015-11-01,07:56:46
M,35,3395,366,2015-11-01,07:52:50.200000,418,2015-11-01,08:04:48
M,73,1731,78,2015-11-01,07:53:16.813000,28,2015-11-01,08:07:54
M,44,0368,171,2015-11-01,07:53:40.247000,186,2015-11-01,08:04:44
F,27,1770,386,2015-11-01,07:53:46.970000,418,2015-11-01,08:04:32
M,28,1670,208,2015-11-01,07:53:53.617000,206,2015-11-01,08:01:37
M,43,3057,163,2015-11-01,07:53:55.987000,153,2015-11-01,07:58:50
F,56,0937,23,2015-11-01,07:54:03.227000,20,2015-11-01,08:28:51
F,58,3550,23,2015-11-01,07:54:15.097000,20,2015-11-01,08:28:47
F,34,1704,134,2015-11-01,07:54:18.327000,128,2015-11-01,07:57:19
F,17,2716,383,2015-11-01,07:54:21.650000,363,2015-11-01,08:06:19
M,71,5145,49,2015-11-01,07:54:22.227000,3,2015-11-01,08:31:58
M,43,1935,384,2015-11-01,07:54:25.907000,398,2015-11-01,08:30:25
M,38,6184,23,2015-11-01,07:54:27.110000,15,2015-11-01,08:33:18
M,27,4291,436,2015-11-01,07:54:28.730000,390,2015-11-01,08:03:35
F,26,6484,180,2015-11-01,07:54:33.973000,277,2015-11-01,08:01:40
F,55,0288,19,2015-11-01,07:54:54.830000,195,2015-11-01,08:07:19
F,27,3444,436,2015-11-01,07:54:56.220000,390,2015-11-01,08:03:39
M,41,0224,398,2015-11-01,07:55:14.847000,390,2015-11-01,08:04:14
F,35,4417,432,2015-11-01,07:55:23.817000,402,2015-11-01,08:04:41
M,43,4964,187,2015-11-01,07:55:54.453000,54,2015-11-01,08:09:16
M,55,1913,27,2015-11-01,07:55:59.243000,17,2015-11-01,07:59:23
F,23,2304,165,2015-11-01,07:56:05.560000,136,2015-11-01,08:03:49
M,43,5014,42,2015-11-01,07:56:08.180000,150,2015-11-01,08:01:55
M,24,1373,84,2015-11-01,07:56:14.047000,54,2015-11-01,08:04:15.737000
M,36,2837,334,2015-11-01,07:56:31.877000,284,2015-11-01,08:01:50
M,24,3184,300,2015-11-01,07:56:43.140000,307,2015-11-01,08:00:36
M,40,5499,274,2015-11-01,07:56:57.617000,217,2015-11-01,08:20:17
M,49,4414,73,2015-11-01,07:57:10.877000,75,2015-11-01,07:59:59
M,44,4268,192,2015-11-01,07:57:17.743000,208,2015-11-01,08:27:20
M,51,5333,46,2015-11-01,07:57:40.737000,133,2015-11-01,08:04:19
M,39,4082,251,2015-11-01,07:57:50.970000,24,2015-11-01,08:03:11
M,29,4050,291,2015-11-01,07:58:50.047000,278,2015-11-01,08:02:19
M,30,4275,51,2015-11-01,07:58:52.153000,67,2015-11-01,08:04:50
M,33,1594,19,2015-11-01,07:59:01.683000,52,2015-11-01,08:49:15
M,58,1673,271,2015-11-01,07:59:19.687000,10,2015-11-01,08:06:17
M,59,2655,412,2015-11-01,07:59:39.750000,427,2015-11-01,08:02:41
F,52,4986,396,2015-11-01,07:59:50.373000,398,2015-11-01,08:02:06
F,46,2609,26,2015-11-01,08:00:08.360000,88,2015-11-01,08:28:05
F,41,6245,165,2015-11-01,08:00:19.793000,163,2015-11-01,08:03:42
M,54,4207,70,2015-11-01,08:00:22.570000,70,2015-11-01,08:06:43
M,31,2035,181,2015-11-01,08:00:23.040000,14,2015-11-01,08:09:37
F,52,2877,61,2015-11-01,08:00:37.157000,83,2015-11-01,08:05:39
M,39,2908,208,2015-11-01,08:00:49.963000,213,2015-11-01,08:29:13
M,66,2206,168,2015-11-01,08:00:54.520000,166,2015-11-01,08:16:25
M,32,2691,154,2015-11-01,08:01:03.287000,153,2015-11-01,08:04:29
M,43,2216,162,2015-11-01,08:01:13.160000,13,2015-11-01,08:15:39
F,48,0575,196,2015-11-01,08:01:48.510000,194,2015-11-01,08:15:39
F,65,3168,159,2015-11-01,08:02:01.583000,155,2015-11-01,08:05:15
F,37,4537,151,2015-11-01,08:02:49.987000,253,2015-11-01,08:16:11
F,26,5790,6,2015-11-01,08:02:52.657000,35,2015-11-01,08:09:28
M,27,1252,6,2015-11-01,08:03:04.213000,35,2015-11-01,08:09:22
M,59,6280,24,2015-11-01,08:03:39.950000,51,2015-11-01,08:44:15
M,47,3039,394,2015-11-01,08:04:03.710000,175,2015-11-01,08:15:49
M,29,5876,150,2015-11-01,08:04:07.530000,152,2015-11-01,08:12:53
F,29,3333,24,2015-11-01,08:04:22.363000,29,2015-11-01,08:18:16
M,44,2986,162,2015-11-01,08:04:22.990000,154,2015-11-01,08:07:37
F,35,5458,1,2015-11-01,08:04:37.433000,120,2015-11-01,08:11:38
M,41,4500,16,2015-11-01,08:04:54.733000,195,2015-11-01,08:18:07
M,44,6165,36,2015-11-01,08:05:06.790000,63,2015-11-01,08:10:00
M,39,1853,269,2015-11-01,08:05:22.077000,274,2015-11-01,08:06:57
M,44,2428,121,2015-11-01,08:05:25.133000,147,2015-11-01,08:11:57
M,47,1240,70,2015-11-01,08:05:34.260000,83,2015-11-01,08:16:09
M,32,1660,291,2015-11-01,08:05:53.603000,154,2015-11-01,08:10:17
M,27,1657,162,2015-11-01,08:06:09.840000,151,2015-11-01,08:10:01
M,26,5951,258,2015-11-01,08:06:31.663000,73,2015-11-01,08:18:46
M,39,3755,23,2015-11-01,08:06:49.680000,40,2015-11-01,08:11:10
M,26,3745,396,2015-11-01,08:06:54.953000,390,2015-11-01,08:12:12
F,24,2121,36,2015-11-01,08:07:02.613000,123,2015-11-01,08:22:27
M,29,4566,160,2015-11-01,08:07:14.653000,41,2015-11-01,08:14:39
F,60,1123,90,2015-11-01,08:07:15.357000,195,2015-11-01,08:44:27
M,39,3962,274,2015-11-01,08:07:18.103000,274,2015-11-01,08:10:21
F,50,4577,23,2015-11-01,08:07:57.723000,32,2015-11-01,08:10:29
M,25,1306,246,2015-11-01,08:08:05.680000,89,2015-11-01,08:37:53
F,27,3238,71,2015-11-01,08:08:13.747000,76,2015-11-01,08:10:55
F,52,2124,246,2015-11-01,08:08:22.560000,89,2015-11-01,08:37:59
F,26,3978,372,2015-11-01,08:08:37.317000,394,2015-11-01,08:12:37
M,37,3066,194,2015-11-01,08:08:38.300000,25,2015-11-01,08:50:14
M,63,6185,49,2015-11-01,08:08:59.047000,83,2015-11-01,08:16:03
M,26,6330,87,2015-11-01,08:09:08.453000,16,2015-11-01,08:41:13
F,32,5093,196,2015-11-01,08:09:10.560000,234,2015-11-01,08:22:16
F,24,4722,87,2015-11-01,08:09:22.290000,16,2015-11-01,08:40:32
M,42,6422,136,2015-11-01,08:09:35.470000,300,2015-11-01,08:25:35
M,47,3988,73,2015-11-01,08:09:39.230000,80,2015-11-01,08:20:12
M,33,4569,4,2015-11-01,08:09:42.850000,194,2015-11-01,08:22:30
F,42,0378,52,2015-11-01,08:10:05.330000,14,2015-11-01,08:40:16
F,40,3056,92,2015-11-01,08:10:39.710000,106,2015-11-01,08:18:39
M,42,1414,141,2015-11-01,08:10:42.423000,59,2015-11-01,08:16:48
M,33,5851,398,2015-11-01,08:11:12.873000,394,2015-11-01,08:14:39
F,50,2325,27,2015-11-01,08:11:15.153000,27,2015-11-01,08:28:34
M,25,1466,116,2015-11-01,08:11:31.313000,48,2015-11-01,08:19:52
F,27,1476,81,2015-11-01,08:11:31.953000,115,2015-11-01,08:29:12
M,34,0666,81,2015-11-01,08:11:45.040000,115,2015-11-01,08:29:04
M,43,0319,2,2015-11-01,08:11:53.463000,32,2015-11-01,08:16:37
M,31,2982,302,2015-11-01,08:12:05.960000,291,2015-11-01,08:15:43
M,47,3380,78,2015-11-01,08:12:35.443000,180,2015-11-01,08:19:56
M,24,5624,10,2015-11-01,08:12:37.207000,213,2015-11-01,08:40:19
F,39,4102,183,2015-11-01,08:12:41.370000,23,2015-11-01,08:22:38
F,37,3515,162,2015-11-01,08:12:59.030000,154,2015-11-01,08:17:20
M,23,5143,241,2015-11-01,08:13:13.443000,216,2015-11-01,08:18:50
F,34,1559,133,2015-11-01,08:13:15.707000,125,2015-11-01,08:16:37
M,29,3119,59,2015-11-01,08:13:16.953000,271,2015-11-01,08:26:33
M,27,1707,384,2015-11-01,08:13:18.310000,428,2015-11-01,08:25:13
M,37,3784,380,2015-11-01,08:13:29.853000,439,2015-11-01,08:20:53
M,71,1554,186,2015-11-01,08:13:54.160000,224,2015-11-01,08:32:31
M,28,4133,266,2015-11-01,08:14:16.997000,6,2015-11-01,08:29:01
M,20,4754,266,2015-11-01,08:14:34.797000,23,2015-11-01,08:29:49
M,22,4249,86,2015-11-01,08:14:43.423000,39,2015-11-01,08:21:49
M,23,3405,427,2015-11-01,08:15:13.327000,411,2015-11-01,08:17:10
F,28,4073,295,2015-11-01,08:16:08.630000,321,2015-11-01,08:22:23
M,34,5693,183,2015-11-01,08:16:11.110000,147,2015-11-01,08:26:49
M,32,3254,170,2015-11-01,08:16:13.840000,14,2015-11-01,08:34:37
M,28,4630,394,2015-11-01,08:16:27.537000,418,2015-11-01,08:23:28
F,31,1843,107,2015-11-01,08:16:28.160000,96,2015-11-01,08:22:05
F,48,3453,138,2015-11-01,08:16:39.017000,148,2015-11-01,08:19:49
M,54,1781,61,2015-11-01,08:16:47.737000,71,2015-11-01,08:39:17
M,29,1810,246,2015-11-01,08:16:52.153000,22,2015-11-01,08:24:21
M,36,0964,431,2015-11-01,08:16:54.243000,412,2015-11-01,08:23:09
M,39,0060,128,2015-11-01,08:17:07.767000,135,2015-11-01,08:21:21
M,23,3111,256,2015-11-01,08:17:09.780000,217,2015-11-01,08:39:59
M,27,5599,16,2015-11-01,08:17:13.197000,86,2015-11-01,08:28:00
M,27,5001,32,2015-11-01,08:17:28.687000,76,2015-11-01,08:29:29
M,73,4696,261,2015-11-01,08:17:53.460000,216,2015-11-01,08:41:12
M,30,6500,337,2015-11-01,08:18:00.963000,337,2015-11-01,08:21:33
M,45,3462,85,2015-11-01,08:18:09.060000,29,2015-11-01,08:33:31
M,29,3828,151,2015-11-01,08:18:29.773000,25,2015-11-01,08:28:23
F,25,3434,131,2015-11-01,08:18:37.247000,27,2015-11-01,08:26:13
M,32,1481,213,2015-11-01,08:18:40.443000,225,2015-11-01,08:25:38
M,50,2490,40,2015-11-01,08:18:44.923000,168,2015-11-01,08:41:43
M,37,3579,208,2015-11-01,08:18:47.480000,197,2015-11-01,08:29:46
M,26,6109,1,2015-11-01,08:18:52.427000,34,2015-11-01,08:23:31
F,71,4690,310,2015-11-01,08:18:52.830000,25,2015-11-01,08:51:11
M,53,3921,359,2015-11-01,08:18:57.060000,321,2015-11-01,08:25:02
M,28,2359,148,2015-11-01,08:19:00.257000,155,2015-11-01,08:23:16
M,32,4451,265,2015-11-01,08:19:23.733000,271,2015-11-01,08:21:33
M,37,3804,160,2015-11-01,08:19:27.667000,23,2015-11-01,08:30:49
M,28,0943,51,2015-11-01,08:19:42.173000,36,2015-11-01,08:29:31
F,42,6446,34,2015-11-01,08:19:43.703000,6,2015-11-01,08:25:48
M,36,0066,86,2015-11-01,08:20:08.710000,263,2015-11-01,08:34:26
M,22,3421,162,2015-11-01,08:20:28.367000,158,2015-11-01,08:26:44
M,46,3790,25,2015-11-01,08:20:59.317000,35,2015-11-01,08:55:39
M,47,3016,57,2015-11-01,08:21:19.737000,50,2015-11-01,08:22:59
M,44,2405,74,2015-11-01,08:21:36.880000,77,2015-11-01,08:31:12
M,35,5390,86,2015-11-01,08:21:41.093000,27,2015-11-01,08:27:34
F,45,3306,381,2015-11-01,08:22:34.430000,359,2015-11-01,08:40:24
M,39,4544,13,2015-11-01,08:22:45.660000,19,2015-11-01,09:07:52
F,37,6421,309,2015-11-01,08:22:49.920000,362,2015-11-01,08:29:18
M,46,5369,381,2015-11-01,08:22:57.843000,359,2015-11-01,08:40:13
M,27,4190,337,2015-11-01,08:23:06.410000,360,2015-11-01,08:29:57
F,60,4524,102,2015-11-01,08:23:22.210000,260,2015-11-01,08:31:07
F,31,2192,240,2015-11-01,08:23:22.617000,24,2015-11-01,09:00:16
M,27,5024,37,2015-11-01,08:23:23.630000,27,2015-11-01,08:35:06
M,43,3826,104,2015-11-01,08:23:23.663000,89,2015-11-01,08:43:51
F,57,1447,4,2015-11-01,08:24:02.867000,51,2015-11-01,08:32:20
M,46,5098,35,2015-11-01,08:24:05.517000,17,2015-11-01,08:31:48
M,59,1504,4,2015-11-01,08:24:14.177000,194,2015-11-01,08:31:32
M,51,2590,21,2015-11-01,08:24:15.783000,20,2015-11-01,08:36:04
M,24,0096,193,2015-11-01,08:24:16.173000,20,2015-11-01,09:02:35
M,23,2288,116,2015-11-01,08:24:42.660000,183,2015-11-01,08:37:13
M,44,4862,36,2015-11-01,08:24:45.063000,253,2015-11-01,08:30:29
F,31,3903,187,2015-11-01,08:25:24.093000,166,2015-11-01,08:30:48
M,67,6125,7,2015-11-01,08:25:33.250000,7,2015-11-01,08:35:55
F,35,2260,14,2015-11-01,08:26:02.547000,8,2015-11-01,09:06:05
F,67,2799,147,2015-11-01,08:26:22.530000,47,2015-11-01,08:34:43.670000
M,29,4337,76,2015-11-01,08:26:32.687000,188,2015-11-01,08:41:09
F,35,3200,6,2015-11-01,08:26:35.777000,155,2015-11-01,08:53:12
M,25,5061,152,2015-11-01,08:26:38.023000,149,2015-11-01,08:33:09
M,43,5703,124,2015-11-01,08:27:29.050000,19,2015-11-01,08:36:28
M,30,2033,338,2015-11-01,08:27:30.017000,340,2015-11-01,08:34:44
M,26,3628,276,2015-11-01,08:27:33.137000,192,2015-11-01,08:49:31
M,53,2115,396,2015-11-01,08:27:44.523000,384,2015-11-01,08:39:42
M,35,1649,27,2015-11-01,08:27:45.833000,260,2015-11-01,08:46:57
M,55,1807,165,2015-11-01,08:27:47.940000,182,2015-11-01,08:39:27
F,34,3984,287,2015-11-01,08:27:52.027000,307,2015-11-01,08:34:15
M,57,4393,178,2015-11-01,08:28:11.123000,253,2015-11-01,08:43:25
F,27,5428,158,2015-11-01,08:28:26.613000,51,2015-11-01,08:42:16
F,55,4575,333,2015-11-01,08:28:32.353000,333,2015-11-01,09:02:13
M,27,3131,251,2015-11-01,08:28:46.190000,192,2015-11-01,08:37:35
M,48,6528,41,2015-11-01,08:29:01.323000,29,2015-11-01,08:31:09
M,44,4428,10,2015-11-01,08:30:14.987000,9,2015-11-01,08:36:46
M,49,5810,298,2015-11-01,08:30:15.577000,295,2015-11-01,08:34:20
M,32,3763,260,2015-11-01,08:30:27.807000,79,2015-11-01,09:05:24
M,37,2535,175,2015-11-01,08:30:36.483000,168,2015-11-01,08:42:38
M,34,2991,28,2015-11-01,08:30:43.173000,195,2015-11-01,08:50:53
M,47,1528,85,2015-11-01,08:30:43.580000,30,2015-11-01,08:35:10
F,58,2361,19,2015-11-01,08:30:49.257000,27,2015-11-01,08:47:55
F,32,2520,200,2015-11-01,08:30:55.640000,245,2015-11-01,09:03:25
F,26,5295,19,2015-11-01,08:31:01.643000,25,2015-11-01,08:46:00
M,27,2159,179,2015-11-01,08:31:13.530000,22,2015-11-01,08:58:49
M,37,4703,248,2015-11-01,08:31:13.703000,216,2015-11-01,08:46:36
F,42,6095,292,2015-11-01,08:31:18.570000,289,2015-11-01,08:40:12
M,32,4372,240,2015-11-01,08:31:21.427000,198,2015-11-01,08:35:16
M,22,2532,240,2015-11-01,08:31:43.843000,198,2015-11-01,08:35:23
M,61,3886,129,2015-11-01,08:31:49.020000,31,2015-11-01,08:37:26
F,45,2357,287,2015-11-01,08:31:54.403000,29,2015-11-01,09:00:25
F,27,0226,179,2015-11-01,08:32:10.627000,22,2015-11-01,08:58:44
F,20,2013,27,2015-11-01,08:33:06.803000,41,2015-11-01,08:59:29
F,33,4563,197,2015-11-01,08:33:16.460000,219,2015-11-01,08:38:41
F,24,4177,56,2015-11-01,08:33:27.487000,40,2015-11-01,08:37:44
F,41,2565,325,2015-11-01,08:33:34.697000,55,2015-11-01,09:15:59
F,21,5113,160,2015-11-01,08:33:48.673000,149,2015-11-01,08:53:46
M,35,1058,295,2015-11-01,08:34:04.117000,318,2015-11-01,08:39:42
M,57,3840,444,2015-11-01,08:34:18.797000,440,2015-11-01,08:39:32
M,27,4896,289,2015-11-01,08:34:29.247000,77,2015-11-01,08:45:56
M,27,4931,208,2015-11-01,08:34:56.627000,243,2015-11-01,08:49:25
M,30,3344,14,2015-11-01,08:35:01.040000,115,2015-11-01,08:42:31
M,34,5946,321,2015-11-01,08:35:17.950000,430,2015-11-01,09:16:33
M,27,3316,348,2015-11-01,08:35:58.760000,292,2015-11-01,08:45:27
M,36,2175,200,2015-11-01,08:36:16.467000,232,2015-11-01,08:41:55
M,31,1850,170,2015-11-01,08:36:23.487000,408,2015-11-01,09:05:30
M,57,0437,185,2015-11-01,08:36:26.403000,133,2015-11-01,09:04:29
M,31,1484,6,2015-11-01,08:36:38.133000,25,2015-11-01,09:12:09
F,35,2422,64,2015-11-01,08:36:50.287000,27,2015-11-01,08:53:45
M,34,5011,162,2015-11-01,08:37:04.980000,162,2015-11-01,08:53:15
M,38,1701,64,2015-11-01,08:37:28.773000,27,2015-11-01,08:53:38
M,51,2407,141,2015-11-01,08:37:32.767000,120,2015-11-01,08:52:08
M,36,4130,4,2015-11-01,08:37:36.447000,32,2015-11-01,08:41:36
F,18,5747,347,2015-11-01,08:37:40.503000,314,2015-11-01,08:44:05
M,28,3650,127,2015-11-01,08:37:41.423000,163,2015-11-01,08:47:40
M,31,2735,63,2015-11-01,08:37:44.637000,85,2015-11-01,08:53:27
M,20,6498,261,2015-11-01,08:37:48.100000,129,2015-11-01,09:03:27
M,29,0405,232,2015-11-01,08:38:02.797000,232,2015-11-01,08:40:32
F,65,4665,213,2015-11-01,08:38:02.950000,206,2015-11-01,09:08:55
F,47,3735,298,2015-11-01,08:38:05.777000,298,2015-11-01,08:49:15
F,28,4929,14,2015-11-01,08:38:10.597000,278,2015-11-01,08:52:35
M,73,2161,213,2015-11-01,08:38:27.927000,214,2015-11-01,09:00:26
M,38,6259,15,2015-11-01,08:38:29.737000,22,2015-11-01,09:22:04
M,27,6471,297,2015-11-01,08:38:30.737000,46,2015-11-01,08:56:26
F,37,2963,161,2015-11-01,08:38:41.750000,24,2015-11-01,08:50:10
M,34,2168,40,2015-11-01,08:38:48.363000,217,2015-11-01,08:54:38
M,36,4917,386,2015-11-01,08:38:50.953000,301,2015-11-01,08:53:03
M,41,4943,258,2015-11-01,08:38:51.280000,71,2015-11-01,08:44:08
M,71,4891,27,2015-11-01,08:39:02.030000,49,2015-11-01,09:01:51
F,32,3796,17,2015-11-01,08:39:06.147000,290,2015-11-01,08:56:25
M,45,5906,370,2015-11-01,08:39:07.113000,415,2015-11-01,08:46:13
M,60,6187,86,2015-11-01,08:39:09.300000,260,2015-11-01,08:48:19
M,62,5508,247,2015-11-01,08:39:17.317000,27,2015-11-01,10:32:35
F,62,3081,86,2015-11-01,08:39:20.420000,260,2015-11-01,08:48:06
M,24,3686,314,2015-11-01,08:39:24.447000,314,2015-11-01,09:03:18
M,55,5697,345,2015-11-01,08:39:25.587000,368,2015-11-01,08:48:20
M,56,1887,22,2015-11-01,08:39:30.467000,90,2015-11-01,09:02:14
F,48,1884,317,2015-11-01,08:39:41.060000,317,2015-11-01,08:42:56
M,40,0471,26,2015-11-01,08:40:07.020000,17,2015-11-01,08:49:18
M,30,1977,46,2015-11-01,08:40:07.517000,25,2015-11-01,09:01:31
F,41,0980,390,2015-11-01,08:40:11.200000,315,2015-11-01,08:48:30
M,62,5721,41,2015-11-01,08:40:20.217000,149,2015-11-01,08:50:54
M,28,1270,21,2015-11-01,08:40:47.983000,116,2015-11-01,08:53:49
M,48,5937,139,2015-11-01,08:40:51.650000,121,2015-11-01,08:49:34
M,39,3191,71,2015-11-01,08:41:01.683000,54,2015-11-01,08:55:21
M,25,3862,262,2015-11-01,08:41:02.493000,19,2015-11-01,08:55:07
M,40,3501,59,2015-11-01,08:41:25.473000,233,2015-11-01,08:58:10
M,37,4132,377,2015-11-01,08:41:39.980000,178,2015-11-01,09:05:46
M,22,6415,160,2015-11-01,08:41:59.340000,259,2015-11-01,08:46:22
M,38,5022,25,2015-11-01,08:42:05.487000,183,2015-11-01,08:50:57
M,39,3833,213,2015-11-01,08:42:13.333000,197,2015-11-01,08:45:47
F,34,4551,233,2015-11-01,08:42:22.443000,41,2015-11-01,09:28:49.847000
F,30,2230,332,2015-11-01,08:42:24.440000,147,2015-11-01,09:05:30
F,47,4412,5,2015-11-01,08:42:25.470000,1,2015-11-01,08:46:12
M,46,5481,409,2015-11-01,08:42:26.467000,261,2015-11-01,09:15:31
M,44,3767,151,2015-11-01,08:42:32.223000,211,2015-11-01,09:02:18
M,30,2415,332,2015-11-01,08:42:35.423000,147,2015-11-01,09:05:27
M,32,1939,328,2015-11-01,08:42:37.310000,286,2015-11-01,08:51:20
M,19,2801,64,2015-11-01,08:42:57.200000,54,2015-11-01,08:46:07
M,44,4160,208,2015-11-01,08:43:01.257000,211,2015-11-01,09:25:51
M,29,3348,45,2015-11-01,08:43:20.193000,237,2015-11-01,08:54:13
M,20,2005,175,2015-11-01,08:43:26.073000,150,2015-11-01,08:50:16
